1	0.3673	0	0	0	0	0	0	0	0	0	0
2	0.3676	0	0	0	0	0	0	0	0	0	0
3	0.3672	0	0	0	0	0	0	0	0	0	0
4	0.3673	0	0	0	0	0	0	0	0	0	0
5	0.3683	0	0	0	0	0	0	0	0	0	0
6	0.3691	0	0	0	0	0	0	0	0	0	0
7	0.3682	0	0	0	0	0	0	0	0	0	0
8	0.3686	0	0	0	0	0	0	0	0	0	0
9	0.3689	0	0	0	0	0	0	0	0	0	0
10	0.3684	0	0	0	0	0	0	0	0	0	0
11	0.3667	0	0	0	0	0	0	0	0	0	0
12	0.3666	0	0	0	0	0	0	0	0	0	0
13	0.3668	0	0	0	0	0	0	0	0	0	0
14	0.3694	0	0	0	0	0	0	0	0	0	0
15	0.3707	0	0	0	0	0	0	0	0	0	0
16	0.3693	0	0	0	0	0	0	0	0	0	0
17	0.3685	0	0	0	0	0	0	0	0	0	0
18	0.3699	0	0	0	0	0	0	0	0	0	0
19	0.3701	0	0	0	0	0	0	0	0	0	0
20	0.3687	0	0	0	0	0	0	0	0	0	0
21	0.3688	0	0	0	0	0	0	0	0	0	0
22	0.3673	0	0	0	0	0	0	0	0	0	0
23	0.3673	0	0	0	0	0	0	0	0	0	0
24	0.3682	0	0	0	0	0	0	0	0	0	0
25	0.3699	0	0	0	0	0	0	0	0	0	0
26	0.3686	0	0	0	0	0	0	0	0	0	0
27	0.3677	0	0	0	0	0	0	0	0	0	0
28	0.3669	0	0	0	0	0	0	0	0	0	0
29	0.3681	0	0	0	0	0	0	0	0	0	0
30	0.3689	0	0	0	0	0	0	0	0	0	0
31	0.3697	0	0	0	0	0	0	0	0	0	0
32	0.3697	0	0	0	0	0	0	0	0	0	0
33	0.3698	0	0	0	0	0	0	0	0	0	0
34	0.3706	0	0	0	0	0	0	0	0	0	0
35	0.3692	0	0	0	0	0	0	0	0	0	0
36	0.3695	0	0	0	0	0	0	0	0	0	0
37	0.3699	0	0	0	0	0	0	0	0	0	0
38	0.3698	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
39	0.3701	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
40	0.3697	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
41	0.3712	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
42	0.3716	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
43	0.3718	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
44	0.3707	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
45	0.3702	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
46	0.3692	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
47	0.3682	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
48	0.3675	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
49	0.3685	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
50	0.3675	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
51	0.3682	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
52	0.366	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
53	0.3645	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
54	0.3653	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
55	0.3643	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
56	0.3639	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
57	0.364	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
58	0.3636	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
59	0.3643	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
60	0.3634	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
61	0.3608	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
62	0.3607	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
63	0.3593	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
64	0.3597	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
65	0.3601	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
66	0.3611	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
67	0.3626	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
68	0.3626	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
69	0.361	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
70	0.3594	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
71	0.3552	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
72	0.356	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
73	0.3579	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
74	0.3579	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
75	0.3581	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
76	0.3584	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
77	0.3593	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
78	0.3593	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
79	0.3592	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
80	0.3587	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
81	0.3576	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
82	0.3572	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
83	0.3569	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
84	0.3577	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
85	0.3574	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
86	0.3588	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
87	0.3585	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
88	0.3571	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
89	0.3571	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
90	0.3585	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
91	0.3584	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
92	0.3585	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
93	0.3586	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
94	0.3592	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
95	0.3587	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
96	0.3585	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
97	0.3587	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
98	0.3586	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
99	0.3587	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
100	0.3585	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
101	0.3582	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
102	0.3589	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
103	0.3594	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
104	0.3589	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
105	0.3597	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
106	0.359	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
107	0.3611	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
108	0.3609	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
109	0.3615	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
110	0.3587	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
111	0.3587	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
112	0.3572	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
113	0.3577	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
114	0.3584	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
115	0.3573	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
116	0.3569	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
117	0.3565	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
118	0.3573	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
119	0.3579	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
120	0.3584	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
121	0.3586	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
122	0.3582	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
123	0.3583	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
124	0.3593	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
125	0.3594	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
126	0.3592	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
127	0.3591	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
128	0.3584	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
129	0.3585	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
130	0.3591	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
131	0.3594	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
132	0.3592	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
133	0.3591	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
134	0.3575	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
135	0.3582	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
136	0.3597	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
137	0.3571	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
138	0.3575	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
139	0.3575	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
140	0.357	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
141	0.3573	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
142	0.3567	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
143	0.3563	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
144	0.3558	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
145	0.357	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
146	0.353	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
147	0.3527	-1	0.3698	0.36796	-0.0018398	0	0.0018398	-0.0018398	0	1	1
