6.72676	-26.9308	74.3914	44.6753	-25.6079	-9.92253	19.4074	-93.0032	30.4004	-51.9822	-9.55511	94.9488	-61.7904	-32.7392	-101.04	-5.17413	82.6234	82.7864	85.0013	-64.6937	12.4047	74.3988	-100.358	25.5842
1.2305	-2.34045	-13.7292	-109.811	-95.9882	-108.759	-92.6467	-8.17525	-168.776	66.9112	60.6259	61.7924	-39.5044	-2.69066	-47.2613	-48.149	-42.5298	-59.365	29.8011	27.7238	-2.73097	-28.2331	-14.0714	-36.6907
-28.4298	51.6439	8.78453	-27.7819	67.4556	9.27948	64.7552	54.9181	-79.6707	-59.9686	-88.0634	-39.8542	-90.8036	-61.1492	-47.458	16.426	23.2463	-61.9943	82.8107	66.6868	-24.3883	-3.3563	53.5455	-33.8519
-6.72328	-5.81025	-14.5959	-29.9083	7.56609	-25.7925	-78.1449	55.9689	-56.6262	56.1142	52.8488	53.1993	-52.2646	60.6034	-63.5964	-29.207	0.141746	-13.7764	9.3199	9.75462	-30.7212	-29.0653	17.9924	-10.8185
53.9307	86.8011	-76.9692	-58.4957	-24.5894	-28.8456	22.7468	-43.1514	-7.69942	-86.6226	78.1055	-79.9213	-17.139	-5.40408	64.4263	12.0025	-6.10942	-6.00868	45.0432	76.0417	38.0065	-61.2191	-67.5446	50.9467
69.8168	94.028	52.9461	-70.386	42.226	65.1881	22.5635	-88.4264	-67.7535	-86.3186	-26.0991	25.1625	-57.7562	-81.6491	-80.0964	-27.9426	47.663	-49.3466	8.60876	8.05409	-18.5004	-94.9512	-51.063	43.8585
-13.6298	-9.17725	-3.61431	-87.8071	-87.9985	-84.2192	-35.992	-32.2921	-54.2106	42.2859	42.8996	41.9372	-40.0682	-36.9611	-41.661	-34.7123	-28.5318	-23.217	-5.95319	-9.39862	-9.10745	-25.6182	-24.6418	-25.5822
-49.4228	-47.8152	-40.8557	-109.611	-99.8459	-83.9158	-208.643	-166.293	-211.434	70.6488	68.9801	65.6984	-43.3591	-31.4036	-65.7904	-64.4722	-61.957	-47.8395	-7.39912	-9.67603	-16.1692	-43.6863	-38.5824	-40.5195
-59.092	-63.1284	-66.2642	-184.898	-166.748	-145.744	-216.288	-194.662	-166.623	69.5477	70.5347	64.7623	-84.8257	-68.4925	-73.6787	-77.9132	-77.4576	-71.9806	-2.18314	-0.296685	2.32275	-54.979	-51.3937	-40.7984
-15.3473	12.3316	2.0784	26.3229	-18.1888	-11.4201	-2.67558	-12.0108	-15.7764	17.4448	26.4886	31.0431	-34.8525	-39.5616	-41.9171	-24.9164	-27.4007	-9.52934	-25.988	-34.7997	3.55909	-1.87904	-39.65	-35.2364
-51.9941	-56.6055	-61.178	-128.019	-133.749	-110.905	-60.9524	-185.428	-114.238	59.9791	56.0882	54.2721	-1.88088	-65.9179	-51.9654	-28.2367	-43.3991	-54.732	3.87686	1.66725	9.15628	-28.7513	-45.7928	-33.5042
-56.8975	-62.0562	17.5389	-11.8615	52.9942	-48.4088	23.6358	27.6458	-5.72496	99.9091	93.9345	43.4341	19.4553	-127.706	9.54322	69.7864	-69.5761	-70.3376	9.10649	-83.253	24.2256	-15.1789	-49.7015	-95.2528
66.479	-48.0535	60.8853	-140.251	-43.0082	-80.1149	-77.2684	3.27446	32.4088	0.944572	-0.0530276	27.37	-80.3049	23.904	-9.11139	-65.3113	15.468	6.45224	-73.2729	100.01	3.15539	-55.3648	64.653	10.3607
-1.45813	-12.8676	1.56784	-14.4593	-33.3986	-2.87215	20.3721	-102.895	-10.3632	49.5016	50.3514	48.4415	15.07	-102.04	3.96852	-4.165	-27.4874	-14.3586	-11.5772	-12.8654	8.88435	6.20852	-21.8468	1.40199
52.0234	-1.75108	-35.525	-122.241	-139.645	-63.53	26.1188	-354.691	-239.654	95.2981	83.9898	45.4978	42.9763	5.70264	-47.9143	20.4186	-33.1998	-10.4913	3.72517	-12.058	-56.2779	-90.2603	-92.5747	-19.0202
