-21.2023	-11.8552	-8.67594	-45.3251	-27.5384	-21.8423	-171.863	-111.808	-105.3	44.9746	43.7022	43.1301	-69.7716	-39.4215	-38.0809	-23.4178	-26.9956	-17.3014	-14.6306	-13.5586	-12.5893	-28.8267	-17.9581	-15.741
-46.7146	-38.6312	98.2792	-6.79395	89.7509	-84.4843	62.6426	-61.3786	-4.87101	51.648	-23.589	-96.0984	56.0745	13.2768	-50.3072	-69.9272	-40.6033	90.4313	-45.2918	52.7359	65.131	-21.5589	95.8838	-93.1828
-10.4309	2.83902	11.5157	-32.271	-10.8769	-3.41844	-214.428	-124.845	-99.0246	47.301	44.4303	44.3788	-83.0939	-66.9635	-50.7468	-45.6761	-40.0118	-33.9242	-16.1512	-15.6149	-14.8496	-30.6713	-19.0689	-12.2188
20.5669	25.7482	19.3348	83.0811	90.8883	68.8637	13.0346	81.7201	58.4123	62.4276	61.1365	60.6315	24.381	72.0375	46.2886	34.128	29.016	10.2533	-0.190404	8.04923	1.34158	14.4612	32.3059	23.3482
-100.229	-103.189	-40.0347	-146.533	-170.65	-187.663	-56.334	211.467	30.1231	-54.7964	-93.0567	-116.019	-128.726	-93.7537	-42.6799	-56.6404	70.394	26.5448	39.1	120.936	95.9176	-87.5852	161.365	-50.2134
55.024	-45.3036	-21.1062	0.369047	-56.6477	90.3681	-61.5644	-25.8724	-89.5222	21.0209	-1.45414	-56.1212	16.4811	-95.6657	11.3241	86.9181	85.966	-1.74932	-39.3479	-6.34918	-93.0967	35.7963	-84.1233	5.10979
-3.75212	94.9321	-40.7753	79.0896	23.3102	-35.7864	14.2492	-93.6311	-79.4637	-15.0562	-19.1019	35.8213	41.854	-3.75464	-90.7516	27.6864	75.6476	97.0373	-27.3002	99.5182	68.5148	14.3275	97.7966	68.623
29.3709	18.2858	14.0807	108.819	79.8169	78.0827	101.107	43.9785	43.6688	48.5068	47.5166	46.0884	90.853	40.1306	38.46	31.3892	15.4497	18.171	10.6067	4.84872	9.53864	42.225	21.6883	21.1356
-19.1897	-28.0503	-18.7479	-37.1171	-43.8698	-18.6297	-43.9095	-183.649	-127.096	51.5928	51.4789	50.7463	-14.3207	-86.8544	-43.6345	-46.8255	-34.2617	-38.4395	8.92238	2.67543	2.57887	-12.5613	-34.1647	-24.6831
34.4259	25.776	22.389	94.2756	74.5194	69.77	89.7847	42.7241	35.9472	52.8428	51.6737	50.5243	77.8768	37.3261	34.816	29.5868	24.7614	20.9603	7.97908	0.876942	2.79486	32.0921	17.9749	14.7827
