0	1567.12
0	1569.33
0	1570.57
0	1569
0	1570.85
0	1570.97
0	1571.29
0	1571.72
0	1569.83
0	1572.44
0	1578
0	1577.8
0	1573.41
0	1573.19
0	1576.24
0	1576.02
0	1574.2
0	1575.34
0	1574
0	1573.59
0	1576.18
0	1574.42
0	1573.96
0	1574.28
0	1566.95
0	1565.44
0	1566.19
0	1565.25
0	1563.33
0	1564.78
0	1561.24
0	1562.14
0	1562.98
0	1565.22
0	1566.72
0	1569.64
0	1568.98
0	1569.89
0	1569.38
0	1570.36
0	1569.2
0	1567.47
0	1565.84
0	1564.43
0	1562.84
0	1564.48
0	1565.73
0	1570.83
0	1571.41
0	1570.41
0	1574.11
0	1572.69
0	1573.54
0	1574.41
0	1577.27
0	1577.1
0	1575.08
0	1575.45
0	1575.1
0	1576.57
0	1575.59
0	1574.5
0	1575.7
0	1574.79
0	1574.92
0	1575.02
0	1573.97
0	1572.23
0	1571.88
0	1573
0	1573.04
0	1573.51
0	1571.51
0	1572.68
0	1571.35
0	1569.04
0	1569.83
0	1569.89
0	1570.78
0	1569.41
0	1566.41
0	1564.3
0	1565.95
0	1567.14
0	1569.03
0	1566.62
0	1563.68
0	1565.88
0	1564.96
0	1565
0	1563.42
0	1566.01
0	1565.3
0	1565.75
0	1567.76
0	1566.21
0	1567.5
0	1567.08
0	1564
0	1561.86
0	1563.2
0	1563.24
0	1562.14
0	1542.51
0	1558
0	1560.62
0	1560.79
0	1558.01
0	1552.24
0	1556
0	1554.08
0	1553.78
0	1561.06
0	1562.5
0	1561.72
0	1560.53
0	1557.62
0	1553.93
0	1555.18
0	1557.06
0	1556.66
0	1556.01
0	1551.26
0	1547.93
0	1547.94
0	1551.09
0	1548.2
0	1546.21
0	1548.55
0	1554.03
0	1550.5
0	1545.72
0	1550
0	1551.97
0	1553.28
0	1554.31
0	1557.84
0	1562.42
0	1561.96
0	1567.73
0	1567.81
0	1566.58
0	1567.63
0	1566.4
0	1566.03
0	1564.36
0	1563.25
0	1565.1
0	1563.39
0	1563.48
0	1561.25
0	1561.21
0	1559
0	1559.99
0	1562.31
0	1563.06
0	1560.96
0	1561.59
0	1562.84
0	1559.07
0	1556.1
0	1551.62
0	1551.12
0	1554.23
0	1553.72
0	1552.94
0	1554.14
0	1553.08
0	1552.53
0	1553.01
0	1551.29
0	1550.77
0	1554.94
0	1554.57
0	1552.58
0	1554.28
0	1552.78
0	1554.12
0	1555.81
0	1555.31
0	1556.29
0	1559.06
0	1558.98
0	1558.2
