-28.3125	-20.2614	-12.1324	-56.4507	-38.0567	-56.478	-115.076	39.6084	6.90538	37.2669	32.7626	35.3644	-67.4893	-25.3197	-14.6663	-58.58	-36.7959	-38.3794	-0.462073	7.087	4.89566	-25.0023	-0.827874	-6.64778
22.4207	38.465	29.3951	-2.60556	67.2207	32.0202	-75.6111	86.5671	47.1119	45.0543	43.7055	38.848	-38.6719	83.8039	43.8723	-9.04323	13.9059	5.42859	-7.99471	11.6479	8.38098	-23.5719	28.9082	15.8958
5.58886	7.65156	4.77904	-27.7032	-18.7144	-26.943	-35.8764	8.51258	-8.75997	45.9289	44.388	44.7476	-17.909	2.66441	-10.7595	-11.047	-12.0105	-12.4922	1.25307	5.76172	5.49065	-14.7061	-4.85426	-8.82577
-16.8561	-46.5381	-101.382	65.7065	67.5087	-97.8073	72.3192	-87.6287	-26.0442	81.8884	89.4843	-39.751	27.7012	-35.6943	-20.6747	109.081	-58.3286	21.2547	-18.1694	-24.9986	-43.1573	103.583	-58.1534	-102.738
46.1711	-26.5624	83.8343	69.6692	68.8619	-72.8979	2.65607	38.1037	-53.4374	-40.6611	-45.4912	35.8507	-2.02586	-62.2995	99.544	-100.41	4.20759	-47.7959	87.0203	94.5094	-65.3891	35.2337	-87.0417	-64.3892
19.6304	1.98504	5.19071	67.2294	-2.23664	32.8769	110.611	-41.8562	4.44748	42.4869	42.6962	46.4873	90.1795	-27.5706	14.1318	35.6069	12.2799	18.5308	10.9247	-10.311	-9.77285	42.7364	-9.17226	5.06793
-3.75989	-11.3304	-11.8873	-30.3707	-39.0562	-23.5321	42.553	-49.9329	-36.2353	59.7149	61.3428	59.8317	11.1628	-34.335	-20.5923	-5.81969	-13.8876	-12.1934	-3.74999	-15.5807	-15.1753	0.426056	-15.7211	-9.94571
1.65915	-3.86052	-1.47874	-20.8653	-28.8397	-25.8532	39.6143	-14.8935	-48.3651	29.5562	28.9742	28.5825	32.7466	4.93185	-5.38964	-3.51358	-1.75075	-9.85129	6.95332	2.16586	2.94892	5.70515	-4.60544	-8.22226
-91.1862	-39.0147	-92.0175	91.6153	-71.1782	24.9581	-48.1525	35.7863	-82.1284	56.0321	-73.0991	-1.2528	95.4608	-76.3935	-54.8115	-57.468	101.741	33.9664	-28.3063	-13.695	-73.7997	-5.10405	-23.5631	30.1619
9.92329	-96.479	55.9014	60.2268	64.3363	-42.893	-83.7248	-22.5017	58.553	-67.5954	-69.1139	-1.38918	92.9717	97.2393	-90.2808	-81.0103	-53.2252	-56.1809	-81.8487	-78.4885	-14.6626	20.0557	-37.6528	-24.5097
